Folio: CO20180419219,Proveedor: ,Total: $999.84,Fecha: 2018-04-19,Hora: 19:29:47,Usuario: P E A
ID DE PRODUCTO,CLAVE,NOMBRE,CANTIDAD,PRECIO
1882,TS2572|JRnifkew87,RED DE PINO LED,48,20.83
